timestamp,team_name,value
2025-08-04 04:00:00,Tennessee,96.66666666666664
2025-08-04 04:00:00,Washington,
2025-08-05 04:00:00,Arizona,210.71428571428572
2025-08-05 04:00:00,Atlanta,
2025-08-05 04:00:00,Baltimore,
2025-08-05 04:00:00,Buffalo,420.0
2025-08-05 04:00:00,Carolina,
2025-08-05 04:00:00,Chicago,189.16666666666669
2025-08-05 04:00:00,Cincinnati,280.00000000000006
2025-08-05 04:00:00,Cleveland,
2025-08-05 04:00:00,Dallas,170.0
2025-08-05 04:00:00,Denver,257.5
2025-08-05 04:00:00,Detroit,337.5
2025-08-05 04:00:00,Green Bay,275.00000000000006
2025-08-05 04:00:00,Houston,289.99999999999994
2025-08-05 04:00:00,Indianapolis,160.0
2025-08-05 04:00:00,Jacksonville,195.0
2025-08-05 04:00:00,Kansas City,400.0
2025-08-05 04:00:00,Las Vegas,130.0
2025-08-05 04:00:00,Los Angeles C,275.00000000000006
2025-08-05 04:00:00,Los Angeles R,289.99999999999994
2025-08-05 04:00:00,Miami,170.0
2025-08-05 04:00:00,Minnesota,235.0
2025-08-05 04:00:00,New England,186.42857142857142
2025-08-05 04:00:00,New Orleans,
2025-08-05 04:00:00,New York G,65.0
2025-08-05 04:00:00,New York J,92.5
2025-08-05 04:00:00,Philadelphia,385.0
2025-08-05 04:00:00,Pittsburgh,210.0
2025-08-05 04:00:00,San Francisco,335.0
2025-08-05 04:00:00,Seattle,180.0
2025-08-05 04:00:00,Tampa Bay,282.1428571428571
2025-08-05 04:00:00,Tennessee,95.0
2025-08-05 04:00:00,Washington,289.99999999999994
2025-08-06 04:00:00,Arizona,211.42857142857142
2025-08-06 04:00:00,Atlanta,
2025-08-06 04:00:00,Baltimore,
2025-08-06 04:00:00,Buffalo,420.0
2025-08-06 04:00:00,Carolina,
2025-08-06 04:00:00,Chicago,188.3333333333333
2025-08-06 04:00:00,Cincinnati,280.00000000000006
2025-08-06 04:00:00,Cleveland,
2025-08-06 04:00:00,Dallas,170.0
2025-08-06 04:00:00,Denver,255.0
2025-08-06 04:00:00,Detroit,330.0
2025-08-06 04:00:00,Green Bay,275.00000000000006
2025-08-06 04:00:00,Houston,284.99999999999994
2025-08-06 04:00:00,Indianapolis,160.0
2025-08-06 04:00:00,Jacksonville,213.75
2025-08-06 04:00:00,Kansas City,400.0
2025-08-06 04:00:00,Las Vegas,128.33333333333334
2025-08-06 04:00:00,Los Angeles C,273.6666666666667
2025-08-06 04:00:00,Los Angeles R,295.0
2025-08-06 04:00:00,Miami,170.83333333333331
2025-08-06 04:00:00,Minnesota,260.0
2025-08-06 04:00:00,New England,188.5714285714286
2025-08-06 04:00:00,New Orleans,
2025-08-06 04:00:00,New York G,65.0
2025-08-06 04:00:00,New York J,90.0
2025-08-06 04:00:00,Philadelphia,382.5
2025-08-06 04:00:00,Pittsburgh,210.8333333333333
2025-08-06 04:00:00,San Francisco,335.0
2025-08-06 04:00:00,Seattle,180.0
2025-08-06 04:00:00,Tampa Bay,280.71428571428567
2025-08-06 04:00:00,Tennessee,93.33333333333334
2025-08-06 04:00:00,Washington,293.33333333333326
2025-08-07 04:00:00,Arizona,212.14285714285717
2025-08-07 04:00:00,Atlanta,
2025-08-07 04:00:00,Baltimore,425.0
2025-08-07 04:00:00,Buffalo,420.0
2025-08-07 04:00:00,Carolina,220.0
2025-08-07 04:00:00,Chicago,187.5
2025-08-07 04:00:00,Cincinnati,280.00000000000006
2025-08-07 04:00:00,Cleveland,
2025-08-07 04:00:00,Dallas,170.0
2025-08-07 04:00:00,Denver,270.0
2025-08-07 04:00:00,Detroit,322.5
2025-08-07 04:00:00,Green Bay,275.00000000000006
2025-08-07 04:00:00,Houston,282.5
2025-08-07 04:00:00,Indianapolis,160.0
2025-08-07 04:00:00,Jacksonville,232.5
2025-08-07 04:00:00,Kansas City,415.0
2025-08-07 04:00:00,Las Vegas,126.66666666666664
2025-08-07 04:00:00,Los Angeles C,272.3333333333334
2025-08-07 04:00:00,Los Angeles R,280.0
2025-08-07 04:00:00,Miami,171.66666666666669
2025-08-07 04:00:00,Minnesota,258.125
2025-08-07 04:00:00,New England,190.71428571428572
2025-08-07 04:00:00,New Orleans,
2025-08-07 04:00:00,New York G,65.0
2025-08-07 04:00:00,New York J,87.5
2025-08-07 04:00:00,Philadelphia,380.0
2025-08-07 04:00:00,Pittsburgh,211.66666666666669
2025-08-07 04:00:00,San Francisco,335.0
2025-08-07 04:00:00,Seattle,180.0
2025-08-07 04:00:00,Tampa Bay,279.28571428571433
2025-08-07 04:00:00,Tennessee,91.66666666666664
2025-08-07 04:00:00,Washington,296.66666666666663
2025-08-08 04:00:00,Arizona,212.85714285714283
2025-08-08 04:00:00,Atlanta,
2025-08-08 04:00:00,Baltimore,420.0
2025-08-08 04:00:00,Buffalo,420.0
2025-08-08 04:00:00,Carolina,185.0
2025-08-08 04:00:00,Chicago,186.66666666666669
2025-08-08 04:00:00,Cincinnati,280.00000000000006
2025-08-08 04:00:00,Cleveland,
2025-08-08 04:00:00,Dallas,170.0
2025-08-08 04:00:00,Denver,270.0
2025-08-08 04:00:00,Detroit,315.0
2025-08-08 04:00:00,Green Bay,275.00000000000006
2025-08-08 04:00:00,Houston,280.0
2025-08-08 04:00:00,Indianapolis,160.0
2025-08-08 04:00:00,Jacksonville,251.25
2025-08-08 04:00:00,Kansas City,430.0
2025-08-08 04:00:00,Las Vegas,125.0
2025-08-08 04:00:00,Los Angeles C,271.0
2025-08-08 04:00:00,Los Angeles R,265.0
2025-08-08 04:00:00,Miami,172.5
2025-08-08 04:00:00,Minnesota,256.25
2025-08-08 04:00:00,New England,192.85714285714283
2025-08-08 04:00:00,New Orleans,
2025-08-08 04:00:00,New York G,65.0
2025-08-08 04:00:00,New York J,85.0
2025-08-08 04:00:00,Philadelphia,380.0
2025-08-08 04:00:00,Pittsburgh,212.5
2025-08-08 04:00:00,San Francisco,326.66666666666663
2025-08-08 04:00:00,Seattle,180.0
2025-08-08 04:00:00,Tampa Bay,277.8571428571429
2025-08-08 04:00:00,Tennessee,90.0
2025-08-08 04:00:00,Washington,300.0
2025-08-09 04:00:00,Arizona,213.5714285714286
2025-08-09 04:00:00,Atlanta,210.0
2025-08-09 04:00:00,Baltimore,415.0
2025-08-09 04:00:00,Buffalo,420.0
2025-08-09 04:00:00,Carolina,150.0
2025-08-09 04:00:00,Chicago,185.8333333333333
2025-08-09 04:00:00,Cincinnati,280.00000000000006
2025-08-09 04:00:00,Cleveland,
2025-08-09 04:00:00,Dallas,170.0
2025-08-09 04:00:00,Denver,270.0
2025-08-09 04:00:00,Detroit,307.5
2025-08-09 04:00:00,Green Bay,275.00000000000006
2025-08-09 04:00:00,Houston,277.5
2025-08-09 04:00:00,Indianapolis,160.0
2025-08-09 04:00:00,Jacksonville,270.0
2025-08-09 04:00:00,Kansas City,445.0
2025-08-09 04:00:00,Las Vegas,120.0
2025-08-09 04:00:00,Los Angeles C,269.6666666666667
2025-08-09 04:00:00,Los Angeles R,267.5
2025-08-09 04:00:00,Miami,173.33333333333331
2025-08-09 04:00:00,Minnesota,254.375
2025-08-09 04:00:00,New England,195.0
2025-08-09 04:00:00,New Orleans,
2025-08-09 04:00:00,New York G,65.0
2025-08-09 04:00:00,New York J,82.5
2025-08-09 04:00:00,Philadelphia,405.0
2025-08-09 04:00:00,Pittsburgh,213.3333333333333
2025-08-09 04:00:00,San Francisco,318.33333333333326
2025-08-09 04:00:00,Seattle,180.0
2025-08-09 04:00:00,Tampa Bay,276.42857142857144
2025-08-09 04:00:00,Tennessee,88.33333333333334
2025-08-09 04:00:00,Washington,270.0
2025-08-10 04:00:00,Arizona,214.28571428571422
2025-08-10 04:00:00,Atlanta,212.5
2025-08-10 04:00:00,Baltimore,410.0
2025-08-10 04:00:00,Buffalo,415.0
2025-08-10 04:00:00,Carolina,143.0
2025-08-10 04:00:00,Chicago,185.0
2025-08-10 04:00:00,Cincinnati,275.00000000000006
2025-08-10 04:00:00,Cleveland,55.0
2025-08-10 04:00:00,Dallas,170.0
2025-08-10 04:00:00,Denver,270.0
2025-08-10 04:00:00,Detroit,300.0
2025-08-10 04:00:00,Green Bay,275.00000000000006
2025-08-10 04:00:00,Houston,275.00000000000006
2025-08-10 04:00:00,Indianapolis,159.0
2025-08-10 04:00:00,Jacksonville,195.0
2025-08-10 04:00:00,Kansas City,380.0
2025-08-10 04:00:00,Las Vegas,115.0
2025-08-10 04:00:00,Los Angeles C,268.33333333333337
2025-08-10 04:00:00,Los Angeles R,270.0
2025-08-10 04:00:00,Miami,174.16666666666669
2025-08-10 04:00:00,Minnesota,252.5
2025-08-10 04:00:00,New England,192.0
2025-08-10 04:00:00,New Orleans,
2025-08-10 04:00:00,New York G,65.0
2025-08-10 04:00:00,New York J,80.0
2025-08-10 04:00:00,Philadelphia,330.0
2025-08-10 04:00:00,Pittsburgh,214.16666666666669
2025-08-10 04:00:00,San Francisco,310.0
2025-08-10 04:00:00,Seattle,175.0
2025-08-10 04:00:00,Tampa Bay,275.00000000000006
2025-08-10 04:00:00,Tennessee,86.66666666666666
2025-08-10 04:00:00,Washington,270.0
2025-08-11 04:00:00,Arizona,215.0
2025-08-11 04:00:00,Atlanta,215.0
2025-08-11 04:00:00,Baltimore,395.0
2025-08-11 04:00:00,Buffalo,415.0
2025-08-11 04:00:00,Carolina,136.0
2025-08-11 04:00:00,Chicago,185.0
2025-08-11 04:00:00,Cincinnati,273.75000000000006
2025-08-11 04:00:00,Cleveland,50.0
2025-08-11 04:00:00,Dallas,175.0
2025-08-11 04:00:00,Denver,270.0
2025-08-11 04:00:00,Detroit,310.0
2025-08-11 04:00:00,Green Bay,277.5
2025-08-11 04:00:00,Houston,275.00000000000006
2025-08-11 04:00:00,Indianapolis,158.0
2025-08-11 04:00:00,Jacksonville,200.0
2025-08-11 04:00:00,Kansas City,375.0
2025-08-11 04:00:00,Las Vegas,120.0
2025-08-11 04:00:00,Los Angeles C,267.0
2025-08-11 04:00:00,Los Angeles R,280.0
2025-08-11 04:00:00,Miami,175.0
2025-08-11 04:00:00,Minnesota,250.625
2025-08-11 04:00:00,New England,189.0
2025-08-11 04:00:00,New Orleans,
2025-08-11 04:00:00,New York G,65.0
2025-08-11 04:00:00,New York J,77.50000000000001
2025-08-11 04:00:00,Philadelphia,395.0
2025-08-11 04:00:00,Pittsburgh,215.0
2025-08-11 04:00:00,San Francisco,317.5
2025-08-11 04:00:00,Seattle,177.5
2025-08-11 04:00:00,Tampa Bay,287.5
2025-08-11 04:00:00,Tennessee,85.0
2025-08-11 04:00:00,Washington,270.0
2025-08-12 04:00:00,Arizona,210.0
2025-08-12 04:00:00,Atlanta,217.5
2025-08-12 04:00:00,Baltimore,380.0
2025-08-12 04:00:00,Buffalo,415.0
2025-08-12 04:00:00,Carolina,129.0
2025-08-12 04:00:00,Chicago,185.0
2025-08-12 04:00:00,Cincinnati,272.5
2025-08-12 04:00:00,Cleveland,45.0
2025-08-12 04:00:00,Dallas,185.0
2025-08-12 04:00:00,Denver,270.0
2025-08-12 04:00:00,Detroit,310.0
2025-08-12 04:00:00,Green Bay,280.0
2025-08-12 04:00:00,Houston,275.00000000000006
2025-08-12 04:00:00,Indianapolis,157.0
2025-08-12 04:00:00,Jacksonville,205.0
2025-08-12 04:00:00,Kansas City,380.0
2025-08-12 04:00:00,Las Vegas,125.0
2025-08-12 04:00:00,Los Angeles C,265.6666666666667
2025-08-12 04:00:00,Los Angeles R,289.99999999999994
2025-08-12 04:00:00,Miami,171.66666666666669
2025-08-12 04:00:00,Minnesota,248.75
2025-08-12 04:00:00,New England,186.0
2025-08-12 04:00:00,New Orleans,50.0
2025-08-12 04:00:00,New York G,60.0
2025-08-12 04:00:00,New York J,75.00000000000001
2025-08-12 04:00:00,Philadelphia,395.0
2025-08-12 04:00:00,Pittsburgh,212.5
2025-08-12 04:00:00,San Francisco,325.0
2025-08-12 04:00:00,Seattle,180.0
2025-08-12 04:00:00,Tampa Bay,300.0
2025-08-12 04:00:00,Tennessee,83.33333333333334
2025-08-12 04:00:00,Washington,270.0
2025-08-13 04:00:00,Arizona,205.0
2025-08-13 04:00:00,Atlanta,220.0
2025-08-13 04:00:00,Baltimore,365.0
2025-08-13 04:00:00,Buffalo,415.0
2025-08-13 04:00:00,Carolina,122.0
2025-08-13 04:00:00,Chicago,185.0
2025-08-13 04:00:00,Cincinnati,271.25
2025-08-13 04:00:00,Cleveland,40.0
2025-08-13 04:00:00,Dallas,170.0
2025-08-13 04:00:00,Denver,265.0
2025-08-13 04:00:00,Detroit,317.5
2025-08-13 04:00:00,Green Bay,282.5
2025-08-13 04:00:00,Houston,275.00000000000006
2025-08-13 04:00:00,Indianapolis,156.0
2025-08-13 04:00:00,Jacksonville,210.0
2025-08-13 04:00:00,Kansas City,385.0
2025-08-13 04:00:00,Las Vegas,130.0
2025-08-13 04:00:00,Los Angeles C,264.3333333333333
2025-08-13 04:00:00,Los Angeles R,289.99999999999994
2025-08-13 04:00:00,Miami,168.33333333333331
2025-08-13 04:00:00,Minnesota,246.875
2025-08-13 04:00:00,New England,183.0
2025-08-13 04:00:00,New Orleans,47.5
2025-08-13 04:00:00,New York G,55.0
2025-08-13 04:00:00,New York J,72.50000000000001
2025-08-13 04:00:00,Philadelphia,395.0
2025-08-13 04:00:00,Pittsburgh,210.0
2025-08-13 04:00:00,San Francisco,320.0
2025-08-13 04:00:00,Seattle,180.0
2025-08-13 04:00:00,Tampa Bay,300.0
2025-08-13 04:00:00,Tennessee,81.66666666666666
2025-08-13 04:00:00,Washington,270.0
2025-08-14 04:00:00,Arizona,200.0
2025-08-14 04:00:00,Atlanta,220.0
2025-08-14 04:00:00,Baltimore,350.0
2025-08-14 04:00:00,Buffalo,415.0
2025-08-14 04:00:00,Carolina,115.0
2025-08-14 04:00:00,Chicago,185.0
2025-08-14 04:00:00,Cincinnati,270.0
2025-08-14 04:00:00,Cleveland,35.0
2025-08-14 04:00:00,Dallas,155.0
2025-08-14 04:00:00,Denver,265.0
2025-08-14 04:00:00,Detroit,325.0
2025-08-14 04:00:00,Green Bay,284.99999999999994
2025-08-14 04:00:00,Houston,280.00000000000006
2025-08-14 04:00:00,Indianapolis,155.0
2025-08-14 04:00:00,Jacksonville,215.0
2025-08-14 04:00:00,Kansas City,390.0
2025-08-14 04:00:00,Las Vegas,130.0
2025-08-14 04:00:00,Los Angeles C,263.0
2025-08-14 04:00:00,Los Angeles R,289.99999999999994
2025-08-14 04:00:00,Miami,165.0
2025-08-14 04:00:00,Minnesota,245.0
2025-08-14 04:00:00,New England,180.0
2025-08-14 04:00:00,New Orleans,45.0
2025-08-14 04:00:00,New York G,50.0
2025-08-14 04:00:00,New York J,70.00000000000001
2025-08-14 04:00:00,Philadelphia,395.0
2025-08-14 04:00:00,Pittsburgh,200.0
2025-08-14 04:00:00,San Francisco,320.0
2025-08-14 04:00:00,Seattle,180.0
2025-08-14 04:00:00,Tampa Bay,300.0
2025-08-14 04:00:00,Tennessee,80.0
2025-08-14 04:00:00,Washington,270.0
2025-08-15 04:00:00,Arizona,200.0
2025-08-15 04:00:00,Atlanta,190.0
2025-08-15 04:00:00,Baltimore,385.0
2025-08-15 04:00:00,Buffalo,416.66666666666663
2025-08-15 04:00:00,Carolina,145.0
2025-08-15 04:00:00,Chicago,165.0
2025-08-15 04:00:00,Cincinnati,280.0
2025-08-15 04:00:00,Cleveland,30.0
2025-08-15 04:00:00,Dallas,175.0
2025-08-15 04:00:00,Denver,260.0
2025-08-15 04:00:00,Detroit,325.0
2025-08-15 04:00:00,Green Bay,278.33333333333326
2025-08-15 04:00:00,Houston,280.00000000000006
2025-08-15 04:00:00,Indianapolis,154.0
2025-08-15 04:00:00,Jacksonville,209.16666666666669
2025-08-15 04:00:00,Kansas City,375.0
2025-08-15 04:00:00,Las Vegas,145.0
2025-08-15 04:00:00,Los Angeles C,261.6666666666667
2025-08-15 04:00:00,Los Angeles R,289.99999999999994
2025-08-15 04:00:00,Miami,164.16666666666669
2025-08-15 04:00:00,Minnesota,175.0
2025-08-15 04:00:00,New England,181.25
2025-08-15 04:00:00,New Orleans,40.0
2025-08-15 04:00:00,New York G,45.0
2025-08-15 04:00:00,New York J,70.00000000000001
2025-08-15 04:00:00,Philadelphia,395.0
2025-08-15 04:00:00,Pittsburgh,210.0
2025-08-15 04:00:00,San Francisco,320.0
2025-08-15 04:00:00,Seattle,179.16666666666669
2025-08-15 04:00:00,Tampa Bay,300.0
2025-08-15 04:00:00,Tennessee,105.0
2025-08-15 04:00:00,Washington,270.0
2025-08-16 04:00:00,Arizona,210.0
2025-08-16 04:00:00,Atlanta,190.0
2025-08-16 04:00:00,Baltimore,420.0
2025-08-16 04:00:00,Buffalo,418.33333333333337
2025-08-16 04:00:00,Carolina,145.0
2025-08-16 04:00:00,Chicago,185.0
2025-08-16 04:00:00,Cincinnati,289.99999999999994
2025-08-16 04:00:00,Cleveland,35.00000000000001
2025-08-16 04:00:00,Dallas,178.33333333333331
2025-08-16 04:00:00,Denver,255.0
2025-08-16 04:00:00,Detroit,330.0
2025-08-16 04:00:00,Green Bay,271.66666666666663
2025-08-16 04:00:00,Houston,280.00000000000006
2025-08-16 04:00:00,Indianapolis,153.0
2025-08-16 04:00:00,Jacksonville,203.3333333333333
2025-08-16 04:00:00,Kansas City,400.0
2025-08-16 04:00:00,Las Vegas,160.0
2025-08-16 04:00:00,Los Angeles C,260.33333333333337
2025-08-16 04:00:00,Los Angeles R,292.5
2025-08-16 04:00:00,Miami,163.33333333333331
2025-08-16 04:00:00,Minnesota,210.0
2025-08-16 04:00:00,New England,182.5
2025-08-16 04:00:00,New Orleans,40.0
2025-08-16 04:00:00,New York G,52.5
2025-08-16 04:00:00,New York J,70.00000000000001
2025-08-16 04:00:00,Philadelphia,395.0
2025-08-16 04:00:00,Pittsburgh,220.0
2025-08-16 04:00:00,San Francisco,305.0
2025-08-16 04:00:00,Seattle,178.33333333333331
2025-08-16 04:00:00,Tampa Bay,267.5
2025-08-16 04:00:00,Tennessee,104.44444444444444
2025-08-16 04:00:00,Washington,267.5
2025-08-17 04:00:00,Arizona,205.0
2025-08-17 04:00:00,Atlanta,190.0
2025-08-17 04:00:00,Baltimore,365.0
2025-08-17 04:00:00,Buffalo,420.0
2025-08-17 04:00:00,Carolina,135.0
2025-08-17 04:00:00,Chicago,185.0
2025-08-17 04:00:00,Cincinnati,288.0
2025-08-17 04:00:00,Cleveland,45.0
2025-08-17 04:00:00,Dallas,181.66666666666669
2025-08-17 04:00:00,Denver,250.0
2025-08-17 04:00:00,Detroit,305.0
2025-08-17 04:00:00,Green Bay,265.0
2025-08-17 04:00:00,Houston,280.00000000000006
2025-08-17 04:00:00,Indianapolis,152.0
2025-08-17 04:00:00,Jacksonville,197.5
2025-08-17 04:00:00,Kansas City,387.5
2025-08-17 04:00:00,Las Vegas,175.0
2025-08-17 04:00:00,Los Angeles C,259.0
2025-08-17 04:00:00,Los Angeles R,295.0
2025-08-17 04:00:00,Miami,162.5
2025-08-17 04:00:00,Minnesota,245.0
2025-08-17 04:00:00,New England,183.75
2025-08-17 04:00:00,New Orleans,40.0
2025-08-17 04:00:00,New York G,60.0
2025-08-17 04:00:00,New York J,70.00000000000001
2025-08-17 04:00:00,Philadelphia,395.0
2025-08-17 04:00:00,Pittsburgh,220.0
2025-08-17 04:00:00,San Francisco,320.0
2025-08-17 04:00:00,Seattle,177.5
2025-08-17 04:00:00,Tampa Bay,235.0
2025-08-17 04:00:00,Tennessee,103.88888888888889
2025-08-17 04:00:00,Washington,265.0
2025-08-18 04:00:00,Arizona,200.0
2025-08-18 04:00:00,Atlanta,195.0
2025-08-18 04:00:00,Baltimore,310.0
2025-08-18 04:00:00,Buffalo,415.0
2025-08-18 04:00:00,Carolina,125.0
2025-08-18 04:00:00,Chicago,185.0
2025-08-18 04:00:00,Cincinnati,286.0
2025-08-18 04:00:00,Cleveland,55.0
2025-08-18 04:00:00,Dallas,185.0
2025-08-18 04:00:00,Denver,265.0
2025-08-18 04:00:00,Detroit,300.0
2025-08-18 04:00:00,Green Bay,265.0
2025-08-18 04:00:00,Houston,270.0
2025-08-18 04:00:00,Indianapolis,151.0
2025-08-18 04:00:00,Jacksonville,191.66666666666669
2025-08-18 04:00:00,Kansas City,375.0
2025-08-18 04:00:00,Las Vegas,155.0
2025-08-18 04:00:00,Los Angeles C,257.66666666666663
2025-08-18 04:00:00,Los Angeles R,265.0
2025-08-18 04:00:00,Miami,161.66666666666669
2025-08-18 04:00:00,Minnesota,180.0
2025-08-18 04:00:00,New England,185.0
2025-08-18 04:00:00,New Orleans,40.0
2025-08-18 04:00:00,New York G,60.0
2025-08-18 04:00:00,New York J,70.00000000000001
2025-08-18 04:00:00,Philadelphia,395.0
2025-08-18 04:00:00,Pittsburgh,218.3333333333333
2025-08-18 04:00:00,San Francisco,320.0
2025-08-18 04:00:00,Seattle,176.66666666666669
2025-08-18 04:00:00,Tampa Bay,202.5
2025-08-18 04:00:00,Tennessee,103.33333333333334
2025-08-18 04:00:00,Washington,265.0
2025-08-19 04:00:00,Arizona,195.0
2025-08-19 04:00:00,Atlanta,200.0
2025-08-19 04:00:00,Baltimore,390.0
2025-08-19 04:00:00,Buffalo,417.5
2025-08-19 04:00:00,Carolina,115.0
2025-08-19 04:00:00,Chicago,180.0
2025-08-19 04:00:00,Cincinnati,284.0
2025-08-19 04:00:00,Cleveland,53.75
2025-08-19 04:00:00,Dallas,181.0
2025-08-19 04:00:00,Denver,255.0
2025-08-19 04:00:00,Detroit,305.0
2025-08-19 04:00:00,Green Bay,265.0
2025-08-19 04:00:00,Houston,275.00000000000006
2025-08-19 04:00:00,Indianapolis,150.0
2025-08-19 04:00:00,Jacksonville,185.8333333333333
2025-08-19 04:00:00,Kansas City,380.0
2025-08-19 04:00:00,Las Vegas,135.0
2025-08-19 04:00:00,Los Angeles C,256.3333333333333
2025-08-19 04:00:00,Los Angeles R,280.00000000000006
2025-08-19 04:00:00,Miami,160.83333333333331
2025-08-19 04:00:00,Minnesota,185.0
2025-08-19 04:00:00,New England,190.0
2025-08-19 04:00:00,New Orleans,40.0
2025-08-19 04:00:00,New York G,60.0
2025-08-19 04:00:00,New York J,70.00000000000001
